Review text,Ratings,sentiment,clean_review
Value for money ⭐⭐⭐⭐⭐ 5 starsREAD MORE,5,1,value money starsread
Good productREAD MORE,5,1,good productread
very niceREAD MORE,5,1,niceread
Not goodREAD MORE,1,0,goodread
Good product reasonable pricedREAD MORE,4,1,good product reasonable pricedread
SuperbREAD MORE,5,1,superbread
Nice productREAD MORE,4,1,nice productread
Good productREAD MORE,4,1,good productread
Best qualityREAD MORE,4,1,best qualityread
Great for our outdoor playingREAD MORE,5,1,great outdoor playingread
GoodREAD MORE,5,1,goodread
PerfectREAD MORE,3,0,perfectread
Perfect for allREAD MORE,5,1,perfect allread
Best in the budget.READ MORE,4,1,best budgetread
Nice product I am happy with this product 👌😊😊😊👍READ MORE,5,1,nice product happy product read
Good qualityREAD MORE,5,1,good qualityread
GoodREAD MORE,5,1,goodread
superREAD MORE,5,1,superread
Bad paking.. very bad.READ MORE,1,0,bad paking badread
Good shuttle but after some time upper and lower parts get  differREAD MORE,4,1,good shuttle time upper lower part get differread
Quality issueREAD MORE,1,0,quality issueread
Very best for money and weight is like holding a pen and the delivery is very fastREAD MORE,5,1,best money weight like holding pen delivery fastread
GoodREAD MORE,4,1,goodread
AWESOMEREAD MORE,5,1,awesomeread
Good productREAD MORE,4,1,good productread
GoodREAD MORE,4,1,goodread
Value for money.READ MORE,4,1,value moneyread
Old stokeREAD MORE,1,0,old stokeread
GoodREAD MORE,4,1,goodread
Just okREAD MORE,4,1,okread
Good.READ MORE,5,1,goodread
SuperREAD MORE,4,1,superread
Awesome product..as expected.great shuttle speed and durability.must buy...READ MORE,5,1,awesome productas expectedgreat shuttle speed durabilitymust buyread
Best in all levels of playersREAD MORE,5,1,best level playersread
goodREAD MORE,5,1,goodread
Very good productREAD MORE,5,1,good productread
Great.. I like itREAD MORE,5,1,great like itread
Nic productREAD MORE,5,1,nic productread
Good one..READ MORE,5,1,good oneread
Xcellent productREAD MORE,5,1,xcellent productread
Beginners and intermediate player's can use effectively it's good to play at any conditionsREAD MORE,5,1,beginner intermediate player use effectively good play conditionsread
Best product h. Maja aa gyaREAD MORE,5,1,best product h maja aa gyaread
Good qualityREAD MORE,5,1,good qualityread
Best in marketREAD MORE,4,1,best marketread
I am HappyREAD MORE,5,1,happyread
Nice oneREAD MORE,5,1,nice oneread
Worst  item and old stockREAD MORE,1,0,worst item old stockread
GoodREAD MORE,5,1,goodread
Nice productREAD MORE,4,1,nice productread
NiceREAD MORE,4,1,niceread
This cork is waste don't buy this....I bought 2 times this cork but this very worst....broked in just 2matchesREAD MORE,3,0,cork waste dont buy thisi bought time cork worstbroked matchesread
nice oneREAD MORE,5,1,nice oneread
ExcellentREAD MORE,5,1,excellentread
AvgREAD MORE,5,1,avgread
Nice shuttleREAD MORE,5,1,nice shuttleread
BestREAD MORE,4,1,bestread
Good quality shuttleREAD MORE,4,1,good quality shuttleread
Poor qualityREAD MORE,1,0,poor qualityread
Satisfied with the qualityREAD MORE,5,1,satisfied qualityread
Nice productREAD MORE,5,1,nice productread
Its difficult to find genuine shuttles these days. I have been ordering shuttles from this seller from past a year and almost all d shuttles received till date are good and having same speed. A badminton lover may feel how annoying it can be if shuttles in d box is having different speeds..Happy smashing..READ MORE,5,1,difficult find genuine shuttle day ordering shuttle seller past year almost shuttle received till date good speed badminton lover may feel annoying shuttle box different speedshappy smashingread
"Super ,READ MORE",4,1,super read
GoodREAD MORE,4,1,goodread
NiceREAD MORE,5,1,niceread
These are good for beginners although we should play with feather. These is good not fast enough.READ MORE,4,1,good beginner although play feather good fast enoughread
Very old stock. Shuttles got damaged easilyREAD MORE,1,0,old stock shuttle got damaged easilyread
super qualityREAD MORE,5,1,super qualityread
BestREAD MORE,4,1,bestread
Awesome and guinine product.READ MORE,4,1,awesome guinine productread
GoodREAD MORE,5,1,goodread
No words to say...always bestREAD MORE,5,1,word sayalways bestread
Quality is MediumREAD MORE,2,0,quality mediumread
NiceREAD MORE,5,1,niceread
ExcellantREAD MORE,4,1,excellantread
Very useful to practiceREAD MORE,5,1,useful practiceread
Fabulous product .READ MORE,5,1,fabulous product read
very much long lastinga must buy productfull PAISA VASOOL productREAD MORE,4,1,much long lastinga must buy productfull paisa vasool productread
"Awesome , as usualREAD MORE",4,1,awesome usualread
Best in yonexREAD MORE,5,1,best yonexread
Very good product.. genuineREAD MORE,5,1,good product genuineread
Quality is not goodREAD MORE,1,0,quality goodread
NiceREAD MORE,5,1,niceread
Something wrong with this each shuttle shape changes with one or two set plays don't buy itREAD MORE,2,0,something wrong shuttle shape change one two set play dont buy itread
Best in classREAD MORE,5,1,best classread
original productREAD MORE,5,1,original productread
Good product.READ MORE,5,1,good productread
SuperREAD MORE,5,1,superread
Delivered on time and nice productREAD MORE,5,1,delivered time nice productread
It is a very good.Using from one week.READ MORE,5,1,goodusing one weekread
Genuine product. Verified using the scratch code and shows as original. Quality is also as expected.READ MORE,5,1,genuine product verified using scratch code show original quality also expectedread
Delivery was quick.agent behaviour was good as wellREAD MORE,5,1,delivery quickagent behaviour good wellread
SuperbREAD MORE,5,1,superbread
Cheaper than market and they are originalREAD MORE,5,1,cheaper market originalread
nice productREAD MORE,5,1,nice productread
Vvvvvv goodREAD MORE,5,1,vvvvvv goodread
Very goodREAD MORE,5,1,goodread
Very good productREAD MORE,3,0,good productread
Excellent purchaseREAD MORE,5,1,excellent purchaseread
GoodREAD MORE,4,1,goodread
Nice QualityREAD MORE,5,1,nice qualityread
Very nice and durable.. Must go for itREAD MORE,5,1,nice durable must go itread
good quality...superv lifeREAD MORE,5,1,good qualitysuperv liferead
Good product.. worth it...READ MORE,4,1,good product worth itread
PerfectREAD MORE,5,1,perfectread
Varry goodREAD MORE,5,1,varry goodread
GoodREAD MORE,5,1,goodread
Its goodREAD MORE,3,0,goodread
AwesomeREAD MORE,5,1,awesomeread
FineREAD MORE,5,1,fineread
Good product.READ MORE,5,1,good productread
GoodREAD MORE,3,0,goodread
very very good productREAD MORE,5,1,good productread
Good durable productREAD MORE,4,1,good durable productread
Good productREAD MORE,5,1,good productread
GoodREAD MORE,5,1,goodread
Best for outdoor playing.... very good 😁👍READ MORE,5,1,best outdoor playing good read
GoodREAD MORE,4,1,goodread
Osm productREAD MORE,5,1,osm productread
Nice product .......well experience with flipkart thank you flipkartREAD MORE,4,1,nice product well experience flipkart thank flipkartread
GoodREAD MORE,5,1,goodread
Good delivery serviceREAD MORE,5,1,good delivery serviceread
Nice product loved itREAD MORE,5,1,nice product loved itread
Good and on timeREAD MORE,5,1,good timeread
Very nice according to the price moneyREAD MORE,5,1,nice according price moneyread
Very good👍READ MORE,5,1,goodread
"Very good, durableREAD MORE",3,0,good durableread
Excellent productREAD MORE,5,1,excellent productread
NiceREAD MORE,5,1,niceread
Delivered on time. Happy with delivery serviceREAD MORE,5,1,delivered time happy delivery serviceread
Good product but if the time of the stability increased it becomes perfect product.READ MORE,4,1,good product time stability increased becomes perfect productread
AuthenticREAD MORE,5,1,authenticread
Value for moneyREAD MORE,5,1,value moneyread
GOODREAD MORE,4,1,goodread
Good productREAD MORE,4,1,good productread
fineREAD MORE,5,1,fineread
AwesomeREAD MORE,5,1,awesomeread
NiceREAD MORE,5,1,niceread
Great product ...durable ...quality is also good when compared to the local marketsREAD MORE,5,1,great product durable quality also good compared local marketsread
Quality is not uptoREAD MORE,3,0,quality uptoread
BadREAD MORE,2,0,badread
AwesomeREAD MORE,5,1,awesomeread
goodREAD MORE,4,1,goodread
Best productREAD MORE,5,1,best productread
At last I got it. Although very late due to lock down. Delivery man Mr. JP is a good and soft behave person. Thanks JP...READ MORE,5,1,last got although late due lock delivery man mr jp good soft behave person thanks jpread
Better shuttles from another shuttlesREAD MORE,4,1,better shuttle another shuttlesread
It is superREAD MORE,5,1,superread
GreatREAD MORE,4,1,greatread
"Awesome product. Trust me it's worth every penny you spend on it. It's durable, heavy enough and retains it's form even after a long day's play.READ MORE",5,1,awesome product trust worth every penny spend durable heavy enough retains form even long day playread
Good productREAD MORE,4,1,good productread
Good products and good price than outside market..mainly during this lockdownREAD MORE,5,1,good product good price outside marketmainly lockdownread
NiceREAD MORE,5,1,niceread
OkREAD MORE,3,0,okread
Good productREAD MORE,5,1,good productread
Not original2nd qualityREAD MORE,1,0,originalnd qualityread
ya goodREAD MORE,4,1,ya goodread
OkayREAD MORE,2,0,okayread
WorstREAD MORE,1,0,worstread
Exceptional shuttles with good outdoor performance i.e with natural wind outside it has good aerodynamics anfd flight.trust yonex 350 and rough and toughREAD MORE,5,1,exceptional shuttle good outdoor performance ie natural wind outside good aerodynamics anfd flighttrust yonex rough toughread
Awesome shuttle. Durable tooREAD MORE,5,1,awesome shuttle durable tooread
It's so niceREAD MORE,5,1,niceread
GoodREAD MORE,4,1,goodread
GoodREAD MORE,5,1,goodread
Quick delivery with a good delivery person . Nice quality you can just go for it .READ MORE,4,1,quick delivery good delivery person nice quality go read
As usualREAD MORE,5,1,usualread
GoodREAD MORE,5,1,goodread
Not felt like originalREAD MORE,2,0,felt like originalread
Best shuttle good product best quality and fastest delivery in 1 day delivered next dayREAD MORE,5,1,best shuttle good product best quality fastest delivery day delivered next dayread
Good Quality shuttle. One shuttle goes more than a weekREAD MORE,5,1,good quality shuttle one shuttle go weekread
good produvtREAD MORE,4,1,good produvtread
Good but online product pictures clarification must be necessaryREAD MORE,4,1,good online product picture clarification must necessaryread
Genuine productREAD MORE,4,1,genuine productread
"Fabulous , go with this.READ MORE",3,0,fabulous go thisread
Just  awesomeREAD MORE,5,1,awesomeread
Nice productREAD MORE,4,1,nice productread
Perfect for indoorsREAD MORE,5,1,perfect indoorsread
Owsome product best in this range.READ MORE,5,1,owsome product best rangeread
excellent productREAD MORE,5,1,excellent productread
Better life using it with perfect playREAD MORE,4,1,better life using perfect playread
It's awesomeREAD MORE,5,1,awesomeread
One shuttle was of medium quality. But the other four shuttles are great. I searched for the scratch code in sunrisetnt website and found it to be genuinene.READ MORE,4,1,one shuttle medium quality four shuttle great searched scratch code sunrisetnt website found genuineneread
NiceREAD MORE,5,1,niceread
Delivery very fast and original productREAD MORE,5,1,delivery fast original productread
Very niceREAD MORE,4,1,niceread
"These are superb and original. Before ordering, I had a doubt whether I would get right product. While opening itself, I have understood that they are original and after playing, highly satisfied. Thank you.READ MORE",5,1,superb original ordering doubt whether would get right product opening understood original playing highly satisfied thank youread
GoodREAD MORE,5,1,goodread
Good productREAD MORE,5,1,good productread
Original productREAD MORE,5,1,original productread
NiceREAD MORE,5,1,niceread
Good...READ MORE,5,1,goodread
Very nice 👌READ MORE,5,1,nice read
Very niceREAD MORE,5,1,niceread
"Superb, original quality.READ MORE",5,1,superb original qualityread
Worth for moneyREAD MORE,5,1,worth moneyread
Worth and price is lessREAD MORE,5,1,worth price lessread
NiceREAD MORE,5,1,niceread
ExcellentREAD MORE,5,1,excellentread
excellentREAD MORE,5,1,excellentread
Nice productREAD MORE,5,1,nice productread
Best experienceREAD MORE,5,1,best experienceread
Very bad because I repeated order but he send cheap quality shattelsREAD MORE,5,1,bad repeated order send cheap quality shattelsread
Excellent.....READ MORE,5,1,excellentread
GoodREAD MORE,5,1,goodread
Good qualityREAD MORE,3,0,good qualityread
BadREAD MORE,2,0,badread
Cheapest rate ever for the best outdoor cork.READ MORE,5,1,cheapest rate ever best outdoor corkread
Nice Product ..... Specially good choice for SmashesREAD MORE,5,1,nice product specially good choice smashesread
SuperREAD MORE,5,1,superread
Quality was ok but cost of this product is too highREAD MORE,1,0,quality ok cost product highread
it's a best shuttle for playing outside .READ MORE,4,1,best shuttle playing outside read
NiceREAD MORE,5,1,niceread
not badREAD MORE,5,1,badread
Good productREAD MORE,5,1,good productread
NiceREAD MORE,4,1,niceread
Not a good qualityREAD MORE,1,0,good qualityread
Not goodREAD MORE,3,0,goodread
"I am regularly playing with mavis 350, it is durable and good, cost effective, it lasts for 8 to 10 gamesREAD MORE",4,1,regularly playing mavis durable good cost effective last gamesread
"Weight is quite hight,though it's written slow.Its quite fast ..But good...READ MORE",5,1,weight quite hightthough written slowits quite fast goodread
Perfect thank you productREAD MORE,5,1,perfect thank productread
GoodREAD MORE,3,0,goodread
this is best for smashREAD MORE,5,1,best smashread
SuperREAD MORE,5,1,superread
very nice product 👍READ MORE,4,1,nice product read
NiceREAD MORE,3,0,niceread
"Quality is not good, this is not like original one.READ MORE",3,0,quality good like original oneread
Nice product for the bigginerREAD MORE,5,1,nice product bigginerread
Very Good PoductREAD MORE,5,1,good poductread
GoodREAD MORE,5,1,goodread
AwesomeREAD MORE,5,1,awesomeread
very  goodREAD MORE,5,1,goodread
Original & nice productREAD MORE,5,1,original nice productread
Good productREAD MORE,5,1,good productread
NiceREAD MORE,4,1,niceread
"A little slow, overall goodREAD MORE",4,1,little slow overall goodread
Very niceREAD MORE,5,1,niceread
good product but delivery too lateREAD MORE,4,1,good product delivery lateread
The shuttles are very good...READ MORE,5,1,shuttle goodread
Original product thanks to flip cardsREAD MORE,4,1,original product thanks flip cardsread
Excellent work by flipkartREAD MORE,5,1,excellent work flipkartread
GoodREAD MORE,5,1,goodread
Not moving quick. I have better experience with MAVIS 200iREAD MORE,2,0,moving quick better experience mavis iread
OkREAD MORE,5,1,okread
FineREAD MORE,5,1,fineread
Good Product by flipkart. Thanks for faster deliveryREAD MORE,5,1,good product flipkart thanks faster deliveryread
Nice qualityREAD MORE,5,1,nice qualityread
GoodREAD MORE,4,1,goodread
GoodREAD MORE,5,1,goodread
Good productREAD MORE,3,0,good productread
GoodREAD MORE,4,1,goodread
Nice 👌👌👌👌READ MORE,5,1,nice read
ExcellentREAD MORE,5,1,excellentread
Awesome product and highly durableREAD MORE,5,1,awesome product highly durableread
very nice product 👌👌 at a better priceREAD MORE,5,1,nice product better priceread
Nice product good performanceREAD MORE,5,1,nice product good performanceread
GoodREAD MORE,5,1,goodread
Good oneREAD MORE,5,1,good oneread
Good productREAD MORE,5,1,good productread
Too goodREAD MORE,4,1,goodread
NiceeeREAD MORE,5,1,niceeeread
good shuttleREAD MORE,4,1,good shuttleread
Good one.READ MORE,5,1,good oneread
NiceREAD MORE,5,1,niceread
From the beginning i like these shuttles.I am happy to buy it again.READ MORE,5,1,beginning like shuttlesi happy buy againread
SuperREAD MORE,5,1,superread
I think most of people know about this product who play badminton so no need to tell about this productREAD MORE,5,1,think people know product play badminton need tell productread
GoodREAD MORE,5,1,goodread
Good quality and reasonable priceREAD MORE,4,1,good quality reasonable priceread
Great One!READ MORE,5,1,great oneread
GoodREAD MORE,3,0,goodread
Good quality original shuttleREAD MORE,5,1,good quality original shuttleread
Great product..READ MORE,4,1,great productread
NiceREAD MORE,4,1,niceread
Original brandREAD MORE,5,1,original brandread
Awesome.READ MORE,5,1,awesomeread
Nice one..READ MORE,5,1,nice oneread
Best playing experience with this shuttle cork..............It's amazing productREAD MORE,5,1,best playing experience shuttle corkits amazing productread
Need moreREAD MORE,5,1,need moreread
It is soo nice .l like to play with it in indoorREAD MORE,5,1,soo nice l like play indoorread
GoodREAD MORE,3,0,goodread
OkREAD MORE,5,1,okread
Delivery at time and all the safety precautions has been followed by the delivery manREAD MORE,5,1,delivery time safety precaution followed delivery manread
ExcellentREAD MORE,4,1,excellentread
Could've been a bit heavier.READ MORE,3,0,couldve bit heavierread
Excellent product from FlipkartREAD MORE,5,1,excellent product flipkartread
Nice shuttle . Must buy . It is better than the other brandsREAD MORE,4,1,nice shuttle must buy better brandsread
NiceREAD MORE,5,1,niceread
Nic product...READ MORE,5,1,nic productread
GoodREAD MORE,5,1,goodread
SuperREAD MORE,5,1,superread
GoodREAD MORE,5,1,goodread
GoodREAD MORE,5,1,goodread
nice productREAD MORE,4,1,nice productread
Nice productREAD MORE,5,1,nice productread
Very valuable for this price in lockdown timeREAD MORE,5,1,valuable price lockdown timeread
AverageREAD MORE,3,0,averageread
One shuttle for 3-4 days onlyREAD MORE,3,0,one shuttle day onlyread
Superb product.READ MORE,5,1,superb productread
GoodREAD MORE,4,1,goodread
avgREAD MORE,3,0,avgread
NiceREAD MORE,5,1,niceread
very goodREAD MORE,3,0,goodread
GoodREAD MORE,4,1,goodread
Must buyyyREAD MORE,5,1,must buyyyread
Good product.READ MORE,5,1,good productread
Good productREAD MORE,5,1,good productread
Nice productREAD MORE,5,1,nice productread
Super fast delivery thanku pruthvi delivery boyREAD MORE,5,1,super fast delivery thanku pruthvi delivery boyread
Not Good It is so HardREAD MORE,1,0,good hardread
Super it's really amazingREAD MORE,5,1,super really amazingread
Good product. We play daily for 2 hrs. Each shuttle comes for a week atleastREAD MORE,5,1,good product play daily hr shuttle come week atleastread
"Very nice, used mavis 10 before, but this is on another level. U can feel the difference only after using it.READ MORE",5,1,nice used mavis another level u feel difference using itread
Best in businessREAD MORE,5,1,best businessread
Good shuttles. Felt like bit expensive than sports shop.READ MORE,5,1,good shuttle felt like bit expensive sport shopread
"Nice, perfect shot & quality product...READ MORE",4,1,nice perfect shot quality productread
goodREAD MORE,5,1,goodread
It's not long lasting I'm playing only 1 days and this product Was damaged I'm very disappointed for this productREAD MORE,2,0,long lasting im playing day product damaged im disappointed productread
Value for moneyREAD MORE,5,1,value moneyread
AverageREAD MORE,1,0,averageread
awsomeREAD MORE,5,1,awsomeread
Not up to the markREAD MORE,3,0,markread
GoodREAD MORE,3,0,goodread
GoodREAD MORE,5,1,goodread
product quality is not goodREAD MORE,1,0,product quality goodread
Break in just 2-3 SetsREAD MORE,3,0,break setsread
Best of outderREAD MORE,4,1,best outderread
Very badREAD MORE,2,0,badread
Nic productREAD MORE,5,1,nic productread
Good product service is goodREAD MORE,3,0,good product service goodread
Good ProductREAD MORE,5,1,good productread
Bad quality and doesn't lasts for more than 5 games. Both base and shuttle are separated automatically while playing. I was hear fully disappointed with the quality of the product.READ MORE,1,0,bad quality doesnt last game base shuttle separated automatically playing hear fully disappointed quality productread
Nice one.READ MORE,5,1,nice oneread
Very niceREAD MORE,4,1,niceread
What a fast delivery...superbREAD MORE,5,1,fast deliverysuperbread
Better than mavis 10 and 1000READ MORE,4,1,better mavis read
good product 👍excellentREAD MORE,4,1,good product excellentread
Good quality.READ MORE,5,1,good qualityread
Quality is better than yellowREAD MORE,5,1,quality better yellowread
Finally got original productREAD MORE,5,1,finally got original productread
ExcellentREAD MORE,5,1,excellentread
GoodREAD MORE,5,1,goodread
Good shuttleREAD MORE,5,1,good shuttleread
"Orginal shuttle. Best buy while comparing same product from shops, shop one's don't last more and goes like bullet. This one is really fun to play with. Feel is excellent.READ MORE",5,1,orginal shuttle best buy comparing product shop shop one dont last go like bullet one really fun play feel excellentread
Good product.READ MORE,5,1,good productread
"Poor quality, very old stock provided.READ MORE",2,0,poor quality old stock providedread
Very good shuttle Superp durability compared to other.Original Very reliableIn budget item.READ MORE,5,1,good shuttle superp durability compared otheroriginal reliablein budget itemread
Super product it lasts for 3 to 4 yearsREAD MORE,5,1,super product last yearsread
Good qualityREAD MORE,5,1,good qualityread
Very happy with the quality and deliveryREAD MORE,5,1,happy quality deliveryread
Good productREAD MORE,5,1,good productread
Good quality productREAD MORE,5,1,good quality productread
best shuttle in less price nice 😊😊😊😊😊READ MORE,5,1,best shuttle less price nice read
Good productREAD MORE,5,1,good productread
SuperbREAD MORE,5,1,superbread
BestREAD MORE,4,1,bestread
Very bad 😧👎 quality this packREAD MORE,1,0,bad quality packread
Good product fast delivery flipkart.READ MORE,3,0,good product fast delivery flipkartread
GoodREAD MORE,3,0,goodread
Well fine and good Got the product in timeREAD MORE,5,1,well fine good got product timeread
Good for beginnersREAD MORE,5,1,good beginnersread
my experience was quite good with this product till date.READ MORE,4,1,experience quite good product till dateread
Very niceREAD MORE,5,1,niceread
GoodREAD MORE,5,1,goodread
GoodREAD MORE,4,1,goodread
Genuine product!READ MORE,5,1,genuine productread
Shuttles at there bestREAD MORE,5,1,shuttle bestread
OkREAD MORE,4,1,okread
GoodREAD MORE,4,1,goodread
Good qualityREAD MORE,4,1,good qualityread
Good cap very  very game so better......READ MORE,4,1,good cap game betterread
good bestREAD MORE,5,1,good bestread
Very goodREAD MORE,4,1,goodread
Product is nice and delivered in time..READ MORE,4,1,product nice delivered timeread
goodREAD MORE,4,1,goodread
ExcellentREAD MORE,5,1,excellentread
Original shuttle very fine for play outside too.READ MORE,5,1,original shuttle fine play outside tooread
Nice productREAD MORE,5,1,nice productread
Very good shuttleREAD MORE,5,1,good shuttleread
Awesome product..READ MORE,5,1,awesome productread
ImpressedREAD MORE,5,1,impressedread
NiceREAD MORE,5,1,niceread
Good productREAD MORE,5,1,good productread
Long lastingREAD MORE,5,1,long lastingread
product is not good2 shuttles got broken in only 3 matches It's my advice don't buy itREAD MORE,1,0,product good shuttle got broken match advice dont buy itread
Good product...thnx flipcartREAD MORE,5,1,good productthnx flipcartread
Yonex Mavis 350 Nice quality.....and delivery also on time thank u flipkart....READ MORE,4,1,yonex mavis nice qualityand delivery also time thank u flipkartread
Nice qualityREAD MORE,5,1,nice qualityread
Good productREAD MORE,4,1,good productread
NiceREAD MORE,5,1,niceread
Value for moneyREAD MORE,5,1,value moneyread
No words about this.... awesome productREAD MORE,5,1,word awesome productread
I felling Very good when I play.READ MORE,4,1,felling good playread
Nice product.READ MORE,5,1,nice productread
greatREAD MORE,5,1,greatread
After playing one match the... Cap is rotating..  poor quality..... Second quality..... 3 times i got second quality....yonex Cheating us......READ MORE,2,0,playing one match cap rotating poor quality second quality time got second qualityyonex cheating usread
Super Durable ShuttelsREAD MORE,5,1,super durable shuttelsread
Poor qualityREAD MORE,1,0,poor qualityread
niceREAD MORE,4,1,niceread
SuperREAD MORE,4,1,superread
Nice productsREAD MORE,4,1,nice productsread
Good product good delivery serviceREAD MORE,5,1,good product good delivery serviceread
The quality of the shuttle is very bad. The product received is defective. The cork is getting damaged only for one gameREAD MORE,1,0,quality shuttle bad product received defective cork getting damaged one gameread
Awesome purchaseREAD MORE,5,1,awesome purchaseread
Good serveceREAD MORE,5,1,good serveceread
Very nice and best priceREAD MORE,5,1,nice best priceread
GoodREAD MORE,5,1,goodread
Life time is less.READ MORE,3,0,life time lessread
good product..READ MORE,5,1,good productread
"Very disappointed. The ones I bought on January was bad and did not last even a month. This is even worse. I ordered ""SLOW"" but God alone knows how- the shuttles are mostly SUPER FAST.. Sounds heavy the moment it touches the racket strings.?READ MORE",1,0,disappointed one bought january bad last even month even worse ordered slow god alone know shuttle mostly super fast sound heavy moment touch racket stringsread
Recomended for medium range players.READ MORE,4,1,recomended medium range playersread
Some are at yellow part getting dammage quickly other than that okREAD MORE,4,1,yellow part getting dammage quickly okread
Average .READ MORE,3,0,average read
Best in The MarketREAD MORE,5,1,best marketread
Good shuttleREAD MORE,4,1,good shuttleread
Good product and delivery  thanks to flipcartREAD MORE,5,1,good product delivery thanks flipcartread
Best in class followed by durabilityREAD MORE,5,1,best class followed durabilityread
SuperREAD MORE,4,1,superread
NO BADREAD MORE,3,0,badread
Good productREAD MORE,5,1,good productread
The product is not genuine.U can identify by seeing the plastic cap of the boxREAD MORE,1,0,product genuineu identify seeing plastic cap boxread
Good productREAD MORE,5,1,good productread
Super perfect flyREAD MORE,5,1,super perfect flyread
poor quality.....READ MORE,1,0,poor qualityread
Good shuttleREAD MORE,5,1,good shuttleread
Price is goodQuality is goodAnd also fast deliveryREAD MORE,5,1,price goodquality goodand also fast deliveryread
What a shuttle like yonex branding best shuttles everREAD MORE,5,1,shuttle like yonex branding best shuttle everread
Better for both indoor and outdoorREAD MORE,4,1,better indoor outdoorread
NiceREAD MORE,5,1,niceread
goodREAD MORE,4,1,goodread
Best quality 👌READ MORE,5,1,best quality read
good stuff....READ MORE,5,1,good stuffread
GoodREAD MORE,4,1,goodread
Good productREAD MORE,5,1,good productread
nice shuttleREAD MORE,5,1,nice shuttleread
Very bice productREAD MORE,5,1,bice productread
BestREAD MORE,5,1,bestread
Good qualityREAD MORE,5,1,good qualityread
"Good one , timely deliveredREAD MORE",4,1,good one timely deliveredread
Aswm product i am happy with itREAD MORE,5,1,aswm product happy itread
SuperREAD MORE,1,0,superread
Nice one. Very durable.READ MORE,4,1,nice one durableread
Its quality is similar as i wanted....i satisfiedREAD MORE,5,1,quality similar wantedi satisfiedread
Good Product and Excellent ServiceREAD MORE,5,1,good product excellent serviceread
Good qualityREAD MORE,5,1,good qualityread
superbREAD MORE,5,1,superbread
Some shuttle have flight problemREAD MORE,3,0,shuttle flight problemread
Good qualityREAD MORE,4,1,good qualityread
AwsmREAD MORE,5,1,awsmread
Got original ones .READ MORE,5,1,got original one read
GoodREAD MORE,4,1,goodread
Good choiceREAD MORE,4,1,good choiceread
Good service and good productREAD MORE,5,1,good service good productread
ThankuREAD MORE,5,1,thankuread
Not badREAD MORE,5,1,badread
Poor qualityREAD MORE,1,0,poor qualityread
bestREAD MORE,5,1,bestread
goodREAD MORE,5,1,goodread
Very goodREAD MORE,5,1,goodread
GoodREAD MORE,5,1,goodread
Reliable..READ MORE,4,1,reliableread
NiceREAD MORE,4,1,niceread
NiceREAD MORE,4,1,niceread
NiceREAD MORE,5,1,niceread
Good we can buyREAD MORE,5,1,good buyread
Good product and timely deliveredREAD MORE,5,1,good product timely deliveredread
Not goodREAD MORE,4,1,goodread
GudREAD MORE,3,0,gudread
bestREAD MORE,5,1,bestread
Damage product...READ MORE,3,0,damage productread
GoodREAD MORE,5,1,goodread
Very very bad qualtyREAD MORE,1,0,bad qualtyread
great lovebitREAD MORE,5,1,great lovebitread
As regular 😇READ MORE,4,1,regular read
OkREAD MORE,4,1,okread
"Not For pro players, it wl hardly last 2daysFeather like quality bt low temperREAD MORE",2,0,pro player wl hardly last daysfeather like quality bt low temperread
"Good and lasting, it is normal, i think it is the bestREAD MORE",5,1,good lasting normal think bestread
nice landing safely nice shuttlesssssREAD MORE,5,1,nice landing safely nice shuttlesssssread
GoodREAD MORE,5,1,goodread
Good quality of the productREAD MORE,5,1,good quality productread
good quality of shuttles.....READ MORE,5,1,good quality shuttlesread
GoodREAD MORE,4,1,goodread
Got with proper Yonex authenticationREAD MORE,5,1,got proper yonex authenticationread
thank you....READ MORE,5,1,thank youread
Excellent condition/performance...READ MORE,5,1,excellent conditionperformanceread
goodREAD MORE,5,1,goodread
ExcellentREAD MORE,4,1,excellentread
GoodREAD MORE,4,1,goodread
GoodREAD MORE,5,1,goodread
Awesome look & materialREAD MORE,4,1,awesome look materialread
I love this productREAD MORE,5,1,love productread
Items quality are too badREAD MORE,1,0,item quality badread
MiceREAD MORE,5,1,miceread
OkREAD MORE,5,1,okread
Only for 2-4 game ...Very bad quality..not as original productREAD MORE,1,0,game bad qualitynot original productread
niceREAD MORE,5,1,niceread
Quality slightly decrease compared with oldREAD MORE,4,1,quality slightly decrease compared oldread
BestREAD MORE,4,1,bestread
GoodREAD MORE,5,1,goodread
Good shuttleREAD MORE,5,1,good shuttleread
Kk good not badREAD MORE,3,0,kk good badread
wast of money cheap qualityREAD MORE,1,0,wast money cheap qualityread
AwsomeREAD MORE,4,1,awsomeread
good productREAD MORE,5,1,good productread
superREAD MORE,5,1,superread
good gualityREAD MORE,4,1,good gualityread
Genuine product low cost👍READ MORE,4,1,genuine product low costread
very good product. speed of the shuttle in the air is good.READ MORE,5,1,good product speed shuttle air goodread
Very goodREAD MORE,5,1,goodread
Good qualityREAD MORE,5,1,good qualityread
kwality is best ..READ MORE,5,1,kwality best read
bad quality .. don't waste your money ...READ MORE,1,0,bad quality dont waste money read
goodREAD MORE,4,1,goodread
Wonderful product delivered timely by Flipkart. Thank you filipkart.READ MORE,5,1,wonderful product delivered timely flipkart thank filipkartread
Quality is excellentREAD MORE,5,1,quality excellentread
niceREAD MORE,5,1,niceread
